month,state,district,demo_age_5_17,demo_age_17_
2025-06-01,Delhi,North West Delhi,1839,13650
2025-06-01,Delhi,Shahdara,510,3148
2025-06-01,Delhi,South Delhi,2237,20233
2025-06-01,Delhi,South West Delhi,842,6079
2025-06-01,Delhi,West Delhi,3933,32356
2025-06-01,Gujarat,Ahmedabad,1309,9192
2025-06-01,Gujarat,Banaskantha,1023,5066
2025-06-01,Gujarat,Bharuch,416,2654
2025-06-01,Gujarat,Gandhinagar,538,4076
2025-06-01,Gujarat,Kachchh,396,4006
2025-06-01,Gujarat,Mahesana,326,2524
2025-06-01,Gujarat,Narmada,390,1360
2025-06-01,Gujarat,Rajkot,656,8650
2025-06-01,Gujarat,Surat,2294,20497
2025-06-01,Gujarat,Valsad,510,1544
2025-06-01,Haryana,Ambala,508,3511
2025-06-01,Haryana,Bhiwani,128,1128
2025-06-01,Haryana,Charkhi Dadri,116,729
2025-06-01,Haryana,Faridabad,2670,19819
2025-06-01,Haryana,Fatehabad,579,5573
2025-06-01,Haryana,Gurgaon,605,5740
2025-06-01,Haryana,Hisar,392,3728
2025-06-01,Haryana,Jhajjar,321,3289
2025-06-01,Haryana,Jind,946,7564
2025-06-01,Haryana,Kaithal,533,5141
2025-06-01,Haryana,Karnal,785,4536
2025-06-01,Haryana,Mahendragarh,123,1130
2025-06-01,Haryana,Mewat,431,4655
2025-06-01,Haryana,Palwal,1193,10108
2025-06-01,Haryana,Panchkula,337,1777
2025-06-01,Haryana,Rewari,676,4310
2025-06-01,Haryana,Rohtak,326,1776
2025-06-01,Haryana,Sirsa,534,5966
2025-06-01,Haryana,Sonipat,922,6678
2025-06-01,Haryana,Yamuna Nagar,273,1763
2025-06-01,Himachal Pradesh,Bilaspur,19,124
2025-06-01,Himachal Pradesh,Sirmaur,343,3402
2025-06-01,Jammu and Kashmir,Anantnag,181,1129
2025-06-01,Jammu and Kashmir,Baramula,312,2172
2025-06-01,Jammu and Kashmir,Budgam,398,1014
2025-06-01,Jammu and Kashmir,Jammu,22,326
2025-06-01,Jammu and Kashmir,Kishtwar,161,727
2025-06-01,Jammu and Kashmir,Kupwara,226,1618
2025-06-01,Jammu and Kashmir,Pulwama,382,2296
2025-06-01,Jammu and Kashmir,Punch,292,1310
2025-06-01,Jammu and Kashmir,Samba,40,502
2025-06-01,Karnataka,Bagalkot,392,1045
2025-06-01,Karnataka,Ballari,350,1129
2025-06-01,Karnataka,Bangalore Rural,1370,7924
2025-06-01,Karnataka,Belagavi,309,1041
2025-06-01,Karnataka,Bengaluru,3500,21742
2025-06-01,Karnataka,Bidar,391,2079
2025-06-01,Karnataka,Chikkamagaluru,239,1146
2025-06-01,Karnataka,Chitradurga,317,1674
2025-06-01,Karnataka,Davangere,629,2970
2025-06-01,Karnataka,Gadag,513,1008
2025-06-01,Karnataka,Hassan,529,2779
2025-06-01,Karnataka,Haveri,2012,7502
2025-06-01,Karnataka,Kalaburagi,1115,3620
2025-06-01,Karnataka,Kolar,80,483
2025-06-01,Karnataka,Koppal,1638,3853
2025-06-01,Karnataka,Mandya,500,3040
2025-06-01,Karnataka,Mysuru,95,373
2025-06-01,Karnataka,Raichur,393,990
2025-06-01,Karnataka,Ramanagar,325,2111
2025-06-01,Karnataka,Tumakuru,171,617
2025-06-01,Karnataka,Vijayanagara,37,164
2025-06-01,Karnataka,Vijayapura,448,1336
2025-06-01,Karnataka,Yadgir,202,500
2025-06-01,Madhya Pradesh,Agar Malwa,54,570
2025-06-01,Madhya Pradesh,Anuppur,116,492
2025-06-01,Madhya Pradesh,Ashok Nagar,441,2918
2025-06-01,Madhya Pradesh,Balaghat,2576,9772
2025-06-01,Madhya Pradesh,Barwani,575,2396
2025-06-01,Madhya Pradesh,Betul,1312,3358
2025-06-01,Madhya Pradesh,Bhind,878,3866
2025-06-01,Madhya Pradesh,Bhopal,669,5140
2025-06-01,Madhya Pradesh,Burhanpur,302,1442
2025-06-01,Madhya Pradesh,Chhatarpur,780,4293
2025-06-01,Madhya Pradesh,Chhindwara,2693,8367
2025-06-01,Madhya Pradesh,Damoh,1358,7028
2025-06-01,Madhya Pradesh,Dhar,990,4438
2025-06-01,Madhya Pradesh,Dindori,2110,6412
2025-06-01,Madhya Pradesh,Guna,869,6572
2025-06-01,Madhya Pradesh,Gwalior,1049,7398
2025-06-01,Madhya Pradesh,Harda,88,452
2025-06-01,Madhya Pradesh,Indore,2944,17977
2025-06-01,Madhya Pradesh,Jabalpur,308,2652
2025-06-01,Madhya Pradesh,Mandla,1808,5158
2025-06-01,Madhya Pradesh,Mandsaur,254,940
2025-06-01,Madhya Pradesh,Morena,770,3356
2025-06-01,Madhya Pradesh,Neemuch,280,1792
2025-06-01,Madhya Pradesh,Panna,326,1492
2025-06-01,Madhya Pradesh,Raisen,274,1045
2025-06-01,Madhya Pradesh,Rajgarh,325,1044
2025-06-01,Madhya Pradesh,Ratlam,1544,6866
2025-06-01,Madhya Pradesh,Rewa,390,2620
2025-06-01,Madhya Pradesh,Sagar,692,4197
2025-06-01,Madhya Pradesh,Satna,1164,3768
2025-06-01,Madhya Pradesh,Sehore,848,3141
2025-06-01,Madhya Pradesh,Seoni,1184,4218
2025-06-01,Madhya Pradesh,Shahdol,1358,5471
2025-06-01,Madhya Pradesh,Shajapur,680,2850
2025-06-01,Madhya Pradesh,Sheopur,1150,5812
2025-06-01,Madhya Pradesh,Sidhi,1346,5951
2025-06-01,Madhya Pradesh,Singrauli,538,1968
2025-06-01,Madhya Pradesh,Ujjain,803,4608
2025-06-01,Madhya Pradesh,Umaria,517,1964
2025-06-01,Madhya Pradesh,Vidisha,851,2862
2025-06-01,Maharashtra,Akola,123,792
2025-06-01,Maharashtra,Amravati,336,1670
2025-06-01,Maharashtra,Aurangabad,808,4542
2025-06-01,Maharashtra,Beed,369,2267
2025-06-01,Maharashtra,Bhandara,66,568
2025-06-01,Maharashtra,Chandrapur,187,1714
2025-06-01,Maharashtra,Gadchiroli,98,1126
2025-06-01,Maharashtra,Gondiya,423,3493
2025-06-01,Maharashtra,Jalgaon,246,1988
2025-06-01,Maharashtra,Mumbai City,135,1012
2025-06-01,Maharashtra,Mumbai Suburban,577,4274
2025-06-01,Maharashtra,Nagpur,979,6422
2025-06-01,Maharashtra,Nandurbar,327,2545
2025-06-01,Maharashtra,Nashik,1036,6820
2025-06-01,Maharashtra,Pune,1940,14856
2025-06-01,Maharashtra,Raigad,226,2237
2025-06-01,Maharashtra,Sangli,218,2118
2025-06-01,Maharashtra,Thane,4415,33224
2025-06-01,Maharashtra,Washim,104,914
2025-06-01,Maharashtra,Yavatmal,198,1709
2025-06-01,Mizoram,Champhai,104,1580
2025-06-01,Mizoram,Lawngtlai,58,930
2025-06-01,Punjab,Amritsar,764,10554
2025-06-01,Punjab,Fazilka,84,1070
2025-06-01,Punjab,Gurdaspur,306,3434
2025-06-01,Punjab,Hoshiarpur,236,2910
2025-06-01,Punjab,Ludhiana,361,3933
2025-06-01,Punjab,Mansa,122,1610
2025-06-01,Punjab,Moga,150,1774
2025-06-01,Punjab,Pathankot,166,1652
2025-06-01,Punjab,Patiala,944,6456
2025-06-01,Punjab,SAS Nagar (Mohali),582,6098
2025-06-01,Rajasthan,Ajmer,1126,9338
2025-06-01,Rajasthan,Banswara,275,2270
2025-06-01,Rajasthan,Baran,127,979
2025-06-01,Rajasthan,Barmer,462,2978
2025-06-01,Rajasthan,Bikaner,246,2525
2025-06-01,Rajasthan,Churu,220,1662
2025-06-01,Rajasthan,Dholpur,755,3915
2025-06-01,Rajasthan,Ganganagar,238,2252
2025-06-01,Rajasthan,Hanumangarh,398,3915
2025-06-01,Rajasthan,Jaipur,1118,11069
2025-06-01,Rajasthan,Jodhpur,446,4754
2025-06-01,Rajasthan,Pali,112,1115
2025-06-01,Rajasthan,Pratapgarh,390,3586
2025-06-01,Rajasthan,Rajsamand,150,1644
2025-06-01,Rajasthan,Sikar,372,2722
2025-06-01,Rajasthan,Udaipur,354,3936
2025-06-01,Tamil Nadu,Chennai,352,2780
2025-06-01,Tamil Nadu,Coimbatore,184,1668
2025-06-01,Tamil Nadu,Madurai,316,1750
2025-06-01,Tamil Nadu,Tiruvallur,334,2804
2025-06-01,Tamil Nadu,Virudhunagar,234,993
2025-06-01,Telangana,Adilabad,474,2480
2025-06-01,Telangana,Hyderabad,2931,18094
2025-06-01,Telangana,Jagitial,43,352
2025-06-01,Telangana,Jogulamba Gadwal,744,2984
2025-06-01,Telangana,K.v. Rangareddy,916,5061
2025-06-01,Telangana,Kamareddy,89,585
2025-06-01,Telangana,Komaram Bheem,222,1344
2025-06-01,Telangana,Mahabubnagar,798,3212
2025-06-01,Telangana,Medchal-malkajgiri,716,3311
2025-06-01,Telangana,Nirmal,252,1184
2025-06-01,Telangana,Nizamabad,160,742
2025-06-01,Telangana,Sangareddy,477,2372
2025-06-01,Telangana,Siddipet,206,966
2025-06-01,Telangana,Vikarabad,768,3058
2025-06-01,Uttar Pradesh,Bara Banki,284,5898
2025-06-01,Uttar Pradesh,Bareilly,546,6684
2025-06-01,Uttar Pradesh,Bijnor,686,7996
2025-06-01,Uttar Pradesh,Bulandshahr,718,8980
2025-06-01,Uttar Pradesh,Ghaziabad,1713,18975
2025-06-01,Uttar Pradesh,Lucknow,261,3567
2025-06-01,Uttar Pradesh,Mathura,290,3366
2025-06-01,Uttar Pradesh,Mirzapur,458,5731
2025-06-01,Uttar Pradesh,Moradabad,1776,20994
2025-06-01,Uttar Pradesh,Muzaffarnagar,592,6770
2025-06-01,Uttar Pradesh,Rampur,1337,21550
2025-06-01,Uttar Pradesh,Saharanpur,354,4674
2025-06-01,Uttar Pradesh,Shahjahanpur,1044,19660
2025-06-01,Uttarakhand,Dehradun,224,3428
2025-06-01,Uttarakhand,Haridwar,353,3176
2025-06-01,Uttarakhand,Tehri Garhwal,242,2224
2025-06-01,Uttarakhand,Udham Singh Nagar,1407,10884
2025-06-01,West Bengal,Barddhaman,39,544
2025-06-01,West Bengal,Birbhum,242,2874
2025-06-01,West Bengal,Cooch Behar,450,4032
2025-06-01,West Bengal,Malda,1892,16274
2025-06-01,West Bengal,Murshidabad,2378,25024
2025-06-01,West Bengal,North 24 Parganas,96,935
2025-06-01,West Bengal,Puruliya,160,1276
2025-06-01,West Bengal,South 24 Parganas,1770,15535
2025-06-01,West Bengal,Uttar Dinajpur,1323,13647
2025-07-01,Andaman and Nicobar Islands,North And Middle Andaman,40,398
2025-07-01,Andhra Pradesh,Anakapalli,84,472
2025-07-01,Andhra Pradesh,Ananthapuramu,1146,5298
2025-07-01,Andhra Pradesh,Annamayya,698,3056
2025-07-01,Andhra Pradesh,Bapatla,160,896
2025-07-01,Andhra Pradesh,Chittoor,1585,8823
2025-07-01,Andhra Pradesh,Cuddapah,136,1526
2025-07-01,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,56,406
2025-07-01,Andhra Pradesh,East Godavari,212,1861
2025-07-01,Andhra Pradesh,Guntur,811,6107
2025-07-01,Andhra Pradesh,Kakinada,275,1577
2025-07-01,Andhra Pradesh,Krishna,101,847
2025-07-01,Andhra Pradesh,Kurnool,2290,12045
2025-07-01,Andhra Pradesh,N. T. R,265,2096
2025-07-01,Andhra Pradesh,Nandyal,790,3142
2025-07-01,Andhra Pradesh,Palnadu,236,1289
2025-07-01,Andhra Pradesh,Parvathipuram Manyam,70,310
2025-07-01,Andhra Pradesh,Prakasam,232,1052
2025-07-01,Andhra Pradesh,Sri Potti Sriramulu Nellore,176,1050
2025-07-01,Andhra Pradesh,Sri Sathya Sai,324,1240
2025-07-01,Andhra Pradesh,Srikakulam,597,3876
2025-07-01,Andhra Pradesh,Tirupati,786,4134
2025-07-01,Andhra Pradesh,Visakhapatnam,317,2087
2025-07-01,Andhra Pradesh,Vizianagaram,134,1302
2025-07-01,Andhra Pradesh,West Godavari,701,5709
2025-07-01,Andhra Pradesh,Y. S. R,770,4338
2025-07-01,Assam,Barpeta,678,5327
2025-07-01,Assam,Bongaigaon,636,5760
2025-07-01,Assam,Cachar,154,1628
2025-07-01,Assam,Dhubri,695,5012
2025-07-01,Assam,Goalpara,917,5700
2025-07-01,Assam,Hailakandi,76,703
2025-07-01,Assam,Hojai,406,3022
2025-07-01,Assam,Kamrup,332,2750
2025-07-01,Assam,Marigaon,105,1023
2025-07-01,Assam,Nagaon,438,3856
2025-07-01,Assam,South Salmara Mankachar,300,4930
2025-07-01,Bihar,Darbhanga,237,2356
2025-07-01,Bihar,Kishanganj,391,5533
2025-07-01,Chandigarh,Chandigarh,2093,9487
2025-07-01,Chhattisgarh,Balod,719,4683
2025-07-01,Chhattisgarh,Baloda Bazar,1030,9217
2025-07-01,Chhattisgarh,Balrampur,494,7518
2025-07-01,Chhattisgarh,Bastar,662,4730
2025-07-01,Chhattisgarh,Bilaspur,1952,15090
2025-07-01,Chhattisgarh,Dhamtari,545,4283
2025-07-01,Chhattisgarh,Durg,1239,5414
2025-07-01,Chhattisgarh,Janjgir-champa,736,7424
2025-07-01,Chhattisgarh,Jashpur,544,5341
2025-07-01,Chhattisgarh,Kabeerdham,326,2027
2025-07-01,Chhattisgarh,Khairagarh Chhuikhadan Gandai,177,1446
2025-07-01,Chhattisgarh,Korba,1601,14188
2025-07-01,Chhattisgarh,Mahasamund,1133,9115
2025-07-01,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,667,2692
2025-07-01,Chhattisgarh,Mungeli,912,13253
2025-07-01,Chhattisgarh,Narayanpur,982,8844
2025-07-01,Chhattisgarh,Raigarh,423,3506
2025-07-01,Chhattisgarh,Raipur,1036,7955
2025-07-01,Chhattisgarh,Rajnandgaon,296,1606
2025-07-01,Chhattisgarh,Surguja,1582,18539
2025-07-01,Delhi,East Delhi,5307,29255
2025-07-01,Delhi,North Delhi,1580,11062
2025-07-01,Delhi,North East Delhi,3766,14156
2025-07-01,Delhi,North West Delhi,7309,36464
2025-07-01,Delhi,Shahdara,1628,5274
2025-07-01,Delhi,South Delhi,2403,16846
2025-07-01,Delhi,South West Delhi,3080,20026
2025-07-01,Delhi,West Delhi,4194,23893
2025-07-01,Gujarat,Ahmedabad,1283,10925
2025-07-01,Gujarat,Gandhinagar,824,7150
2025-07-01,Gujarat,Kachchh,766,6658
2025-07-01,Gujarat,Morbi,868,4646
2025-07-01,Gujarat,Narmada,158,761
2025-07-01,Gujarat,Patan,124,1009
2025-07-01,Gujarat,Rajkot,1052,11434
2025-07-01,Gujarat,Surat,3862,34016
2025-07-01,Gujarat,Surendra Nagar,152,1187
2025-07-01,Gujarat,Vadodara,236,2371
2025-07-01,Haryana,Ambala,107,578
2025-07-01,Haryana,Bhiwani,246,1395
2025-07-01,Haryana,Charkhi Dadri,144,747
2025-07-01,Haryana,Faridabad,2311,15174
2025-07-01,Haryana,Fatehabad,902,6701
2025-07-01,Haryana,Gurgaon,2382,18348
2025-07-01,Haryana,Hisar,1093,8506
2025-07-01,Haryana,Jhajjar,539,3838
2025-07-01,Haryana,Jind,462,3543
2025-07-01,Haryana,Kaithal,411,2404
2025-07-01,Haryana,Karnal,314,2261
2025-07-01,Haryana,Kurukshetra,388,2419
2025-07-01,Haryana,Mahendragarh,212,1577
2025-07-01,Haryana,Mewat,1622,12726
2025-07-01,Haryana,Palwal,1715,11772
2025-07-01,Haryana,Panchkula,820,3873
2025-07-01,Haryana,Panipat,2228,12256
2025-07-01,Haryana,Rewari,112,716
2025-07-01,Haryana,Rohtak,202,1053
2025-07-01,Haryana,Sirsa,406,3486
2025-07-01,Haryana,Sonipat,695,4617
2025-07-01,Haryana,Yamuna Nagar,1145,8086
2025-07-01,Himachal Pradesh,Sirmaur,83,744
2025-07-01,Jammu and Kashmir,Anantnag,350,1813
2025-07-01,Jammu and Kashmir,Bandipore,522,2274
2025-07-01,Jammu and Kashmir,Baramula,80,686
2025-07-01,Jammu and Kashmir,Budgam,558,1851
2025-07-01,Jammu and Kashmir,Ganderbal,82,714
2025-07-01,Jammu and Kashmir,Kathua,78,1086
2025-07-01,Jammu and Kashmir,Kishtwar,260,1102
2025-07-01,Jammu and Kashmir,Kupwara,635,4063
2025-07-01,Jammu and Kashmir,Pulwama,344,2267
2025-07-01,Jammu and Kashmir,Punch,650,3131
2025-07-01,Jammu and Kashmir,Srinagar,252,2791
2025-07-01,Karnataka,Ballari,656,2476
2025-07-01,Karnataka,Bangalore Rural,588,3585
2025-07-01,Karnataka,Belagavi,106,692
2025-07-01,Karnataka,Bengaluru,3388,23004
2025-07-01,Karnataka,Bidar,309,1778
2025-07-01,Karnataka,Chamrajanagar,50,253
2025-07-01,Karnataka,Chitradurga,497,3245
2025-07-01,Karnataka,Dakshina Kannada,42,273
2025-07-01,Karnataka,Davangere,91,536
2025-07-01,Karnataka,Dharwad,729,3577
2025-07-01,Karnataka,Hassan,604,3475
2025-07-01,Karnataka,Haveri,1080,5192
2025-07-01,Karnataka,Kalaburagi,452,1867
2025-07-01,Karnataka,Kolar,598,3862
2025-07-01,Karnataka,Koppal,272,1040
2025-07-01,Karnataka,Raichur,945,3455
2025-07-01,Karnataka,Ramanagar,458,3705
2025-07-01,Karnataka,Shivamogga,175,738
2025-07-01,Karnataka,Tumakuru,98,586
2025-07-01,Karnataka,Vijayanagara,116,920
2025-07-01,Karnataka,Vijayapura,160,605
2025-07-01,Karnataka,Yadgir,330,1152
2025-07-01,Madhya Pradesh,Agar Malwa,99,793
2025-07-01,Madhya Pradesh,Anuppur,660,2395
2025-07-01,Madhya Pradesh,Ashok Nagar,1227,5315
2025-07-01,Madhya Pradesh,Balaghat,1087,5213
2025-07-01,Madhya Pradesh,Barwani,3102,10960
2025-07-01,Madhya Pradesh,Betul,1428,3146
2025-07-01,Madhya Pradesh,Bhind,1250,4766
2025-07-01,Madhya Pradesh,Bhopal,927,6391
2025-07-01,Madhya Pradesh,Burhanpur,619,2114
2025-07-01,Madhya Pradesh,Chhatarpur,1082,2792
2025-07-01,Madhya Pradesh,Chhindwara,3236,11251
2025-07-01,Madhya Pradesh,Damoh,1363,5469
2025-07-01,Madhya Pradesh,Datia,652,2765
2025-07-01,Madhya Pradesh,Dewas,1181,6716
2025-07-01,Madhya Pradesh,Dhar,2797,10775
2025-07-01,Madhya Pradesh,Dindori,1309,4380
2025-07-01,Madhya Pradesh,Guna,1144,7682
2025-07-01,Madhya Pradesh,Gwalior,1007,5637
2025-07-01,Madhya Pradesh,Harda,230,1046
2025-07-01,Madhya Pradesh,Indore,4567,29131
2025-07-01,Madhya Pradesh,Jabalpur,1453,8464
2025-07-01,Madhya Pradesh,Katni,1424,4910
2025-07-01,Madhya Pradesh,Khandwa,718,2184
2025-07-01,Madhya Pradesh,Khargone,238,1147
2025-07-01,Madhya Pradesh,Mandla,1369,4131
2025-07-01,Madhya Pradesh,Mandsaur,1386,4438
2025-07-01,Madhya Pradesh,Morena,3786,15182
2025-07-01,Madhya Pradesh,Narmadapuram,80,532
2025-07-01,Madhya Pradesh,Narsinghpur,550,2154
2025-07-01,Madhya Pradesh,Neemuch,765,3453
2025-07-01,Madhya Pradesh,Panna,802,3370
2025-07-01,Madhya Pradesh,Raisen,494,1906
2025-07-01,Madhya Pradesh,Rajgarh,917,2936
2025-07-01,Madhya Pradesh,Ratlam,3394,13641
2025-07-01,Madhya Pradesh,Rewa,381,1135
2025-07-01,Madhya Pradesh,Sagar,2160,11218
2025-07-01,Madhya Pradesh,Satna,1972,7002
2025-07-01,Madhya Pradesh,Sehore,390,1618
2025-07-01,Madhya Pradesh,Seoni,2356,9342
2025-07-01,Madhya Pradesh,Shahdol,845,3143
2025-07-01,Madhya Pradesh,Shajapur,85,511
2025-07-01,Madhya Pradesh,Sheopur,993,4275
2025-07-01,Madhya Pradesh,Shivpuri,1350,7429
2025-07-01,Madhya Pradesh,Singrauli,2102,7229
2025-07-01,Madhya Pradesh,Tikamgarh,1720,4914
2025-07-01,Madhya Pradesh,Ujjain,1128,6079
2025-07-01,Madhya Pradesh,Umaria,1092,3990
2025-07-01,Madhya Pradesh,Vidisha,2087,6743
2025-07-01,Maharashtra,Amravati,312,1704
2025-07-01,Maharashtra,Beed,476,2617
2025-07-01,Maharashtra,Buldhana,92,849
2025-07-01,Maharashtra,Chandrapur,159,1469
2025-07-01,Maharashtra,Chatrapati Sambhaji Nagar,292,2052
2025-07-01,Maharashtra,Dhule,396,2756
2025-07-01,Maharashtra,Gadchiroli,471,3554
2025-07-01,Maharashtra,Jalgaon,256,2016
2025-07-01,Maharashtra,Kolhapur,107,626
2025-07-01,Maharashtra,Latur,666,4852
2025-07-01,Maharashtra,Mumbai City,178,1186
2025-07-01,Maharashtra,Mumbai Suburban,3125,23138
2025-07-01,Maharashtra,Nagpur,611,4251
2025-07-01,Maharashtra,Nanded,143,781
2025-07-01,Maharashtra,Nandurbar,245,1856
2025-07-01,Maharashtra,Nashik,1005,6530
2025-07-01,Maharashtra,Palghar,277,2609
2025-07-01,Maharashtra,Pune,3160,23831
2025-07-01,Maharashtra,Raigad,256,2030
2025-07-01,Maharashtra,Solapur,224,2532
2025-07-01,Maharashtra,Thane,3032,24385
2025-07-01,Maharashtra,Wardha,176,1207
2025-07-01,Maharashtra,Yavatmal,73,818
2025-07-01,Mizoram,Champhai,41,389
2025-07-01,Odisha,Balangir,310,1906
2025-07-01,Odisha,Kandhamal,648,3748
2025-07-01,Odisha,Malkangiri,140,1870
2025-07-01,Puducherry,Puducherry,248,1764
2025-07-01,Punjab,Amritsar,1560,17010
2025-07-01,Punjab,Bathinda,343,4118
2025-07-01,Punjab,Faridkot,184,2858
2025-07-01,Punjab,Fatehgarh Sahib,148,2020
2025-07-01,Punjab,Fazilka,641,7169
2025-07-01,Punjab,Ferozepur,517,5609
2025-07-01,Punjab,Gurdaspur,1969,13995
2025-07-01,Punjab,Hoshiarpur,561,6216
2025-07-01,Punjab,Jalandhar,268,2536
2025-07-01,Punjab,Ludhiana,773,9531
2025-07-01,Punjab,Malerkotla,404,4414
2025-07-01,Punjab,Mansa,236,2400
2025-07-01,Punjab,Moga,296,3410
2025-07-01,Punjab,Pathankot,142,1026
2025-07-01,Punjab,Patiala,1793,14535
2025-07-01,Punjab,Rupnagar,166,1934
2025-07-01,Punjab,SAS Nagar (Mohali),633,6527
2025-07-01,Punjab,Sri Muktsar Sahib,143,1074
2025-07-01,Punjab,Tarn Taran,191,3546
2025-07-01,Rajasthan,Ajmer,861,5744
2025-07-01,Rajasthan,Alwar,816,5378
2025-07-01,Rajasthan,Baran,545,3835
2025-07-01,Rajasthan,Barmer,1134,6398
2025-07-01,Rajasthan,Bharatpur,1431,9514
2025-07-01,Rajasthan,Bikaner,482,3513
2025-07-01,Rajasthan,Bundi,114,496
2025-07-01,Rajasthan,Chittorgarh,172,883
2025-07-01,Rajasthan,Churu,626,4057
2025-07-01,Rajasthan,Dausa,388,1852
2025-07-01,Rajasthan,Dholpur,1111,4971
2025-07-01,Rajasthan,Ganganagar,174,1141
2025-07-01,Rajasthan,Hanumangarh,1041,7729
2025-07-01,Rajasthan,Jaipur,2483,20394
2025-07-01,Rajasthan,Jaisalmer,464,3040
2025-07-01,Rajasthan,Jhalawar,643,2913
2025-07-01,Rajasthan,Jodhpur,766,7137
2025-07-01,Rajasthan,Kota,1033,5783
2025-07-01,Rajasthan,Nagaur,170,948
2025-07-01,Rajasthan,Pali,427,3234
2025-07-01,Rajasthan,Pratapgarh,832,3932
2025-07-01,Rajasthan,Rajsamand,499,3193
2025-07-01,Rajasthan,Sawai Madhopur,228,2158
2025-07-01,Rajasthan,Sikar,241,1810
2025-07-01,Rajasthan,Sirohi,639,4007
2025-07-01,Rajasthan,Tonk,953,4947
2025-07-01,Rajasthan,Udaipur,89,640
2025-07-01,Tamil Nadu,Erode,115,865
2025-07-01,Tamil Nadu,Kancheepuram,570,3988
2025-07-01,Tamil Nadu,Krishnagiri,629,3276
2025-07-01,Tamil Nadu,Tiruppur,277,1159
2025-07-01,Tamil Nadu,Tiruvallur,798,6448
2025-07-01,Tamil Nadu,Virudhunagar,584,4222
2025-07-01,Telangana,Adilabad,212,1521
2025-07-01,Telangana,Hyderabad,3520,24880
2025-07-01,Telangana,Jangoan,102,1304
2025-07-01,Telangana,Jogulamba Gadwal,465,2489
2025-07-01,Telangana,K.v. Rangareddy,2772,16292
2025-07-01,Telangana,Kamareddy,326,2188
2025-07-01,Telangana,Karimnagar,262,1934
2025-07-01,Telangana,Khammam,272,1772
2025-07-01,Telangana,Mahabubabad,71,764
2025-07-01,Telangana,Mahabubnagar,834,5121
2025-07-01,Telangana,Medchal-malkajgiri,2035,10684
2025-07-01,Telangana,Nalgonda,378,2920
2025-07-01,Telangana,Nizamabad,298,2113
2025-07-01,Telangana,Sangareddy,799,3755
2025-07-01,Telangana,Siddipet,132,1038
2025-07-01,Telangana,Suryapet,250,1908
2025-07-01,Telangana,Vikarabad,606,2993
2025-07-01,Telangana,Warangal Urban,176,1481
2025-07-01,Telangana,Yadadri.,370,2660
2025-07-01,Uttar Pradesh,Agra,415,3159
2025-07-01,Uttar Pradesh,Aligarh,1067,11142
2025-07-01,Uttar Pradesh,Amroha,894,8728
2025-07-01,Uttar Pradesh,Bara Banki,392,2922
2025-07-01,Uttar Pradesh,Bareilly,1805,15633
2025-07-01,Uttar Pradesh,Bijnor,2387,23053
2025-07-01,Uttar Pradesh,Bulandshahr,1164,10338
2025-07-01,Uttar Pradesh,Firozabad,2672,26816
2025-07-01,Uttar Pradesh,Gautam Buddha Nagar,3087,28036
2025-07-01,Uttar Pradesh,Ghaziabad,1921,17038
2025-07-01,Uttar Pradesh,Kanpur Nagar,528,5600
2025-07-01,Uttar Pradesh,Kaushambi,1102,6566
2025-07-01,Uttar Pradesh,Kushinagar,2168,14136
2025-07-01,Uttar Pradesh,Lucknow,1562,17852
2025-07-01,Uttar Pradesh,Mathura,346,2328
2025-07-01,Uttar Pradesh,Meerut,1044,10764
2025-07-01,Uttar Pradesh,Moradabad,1398,14732
2025-07-01,Uttar Pradesh,Muzaffarnagar,461,4255
2025-07-01,Uttar Pradesh,Pilibhit,1496,15942
2025-07-01,Uttar Pradesh,Prayagraj,260,1504
2025-07-01,Uttar Pradesh,Rampur,2286,26222
2025-07-01,Uttar Pradesh,Saharanpur,853,10548
2025-07-01,Uttar Pradesh,Shahjahanpur,1196,11243
2025-07-01,Uttar Pradesh,Shamli,736,5720
2025-07-01,Uttar Pradesh,Unnao,365,3185
2025-07-01,Uttarakhand,Dehradun,451,5131
2025-07-01,Uttarakhand,Nainital,1114,7892
2025-07-01,Uttarakhand,Pauri Garhwal,412,2840
2025-07-01,Uttarakhand,Udham Singh Nagar,2568,17786
2025-07-01,West Bengal,Bankura,243,2136
2025-07-01,West Bengal,Birbhum,599,4139
2025-07-01,West Bengal,Cooch Behar,147,1096
2025-07-01,West Bengal,Dakshin Dinajpur,289,3397
2025-07-01,West Bengal,Hooghly,258,2694
2025-07-01,West Bengal,Malda,788,5951
2025-07-01,West Bengal,Murshidabad,3911,34021
2025-07-01,West Bengal,Paschim Medinipur,467,4206
2025-07-01,West Bengal,Purba Bardhaman,179,1286
2025-07-01,West Bengal,Purba Medinipur,166,1117
2025-07-01,West Bengal,Puruliya,347,3595
2025-07-01,West Bengal,South 24 Parganas,2977,27871
2025-07-01,West Bengal,Uttar Dinajpur,3430,42515
2025-09-01,Andaman & Nicobar Islands,Andamans,3,159
2025-09-01,Andaman & Nicobar Islands,South Andaman,3,69
2025-09-01,Andaman and Nicobar Islands,Nicobar,2,149
2025-09-01,Andaman and Nicobar Islands,North And Middle Andaman,10,240
2025-09-01,Andaman and Nicobar Islands,South Andaman,59,344
2025-09-01,Andhra Pradesh,Adilabad,348,5241
2025-09-01,Andhra Pradesh,Alluri Sitharama Raju,219,1349
