month,state,district,bio_age_5_17,bio_age_17_
2025-04-01,Jharkhand,East Singhbhum,12370,12771
2025-04-01,Jharkhand,Garhwa,8111,8987
2025-04-01,Jharkhand,Garhwa *,111,782
2025-04-01,Jharkhand,Giridih,11780,10036
2025-04-01,Jharkhand,Godda,11029,6501
2025-04-01,Jharkhand,Gumla,6495,8916
2025-04-01,Jharkhand,Hazaribag,379,1006
2025-04-01,Jharkhand,Hazaribagh,7363,5568
2025-04-01,Jharkhand,Jamtara,3727,3566
2025-04-01,Jharkhand,Khunti,2733,3899
2025-04-01,Jharkhand,Kodarma,271,640
2025-04-01,Jharkhand,Koderma,4033,3673
2025-04-01,Jharkhand,Latehar,4583,3178
2025-04-01,Jharkhand,Lohardaga,3098,4422
2025-04-01,Jharkhand,Pakaur,234,234
2025-04-01,Jharkhand,Pakur,4133,2273
2025-04-01,Jharkhand,Palamau,74,278
2025-04-01,Jharkhand,Palamu,11222,9237
2025-04-01,Jharkhand,Pashchimi Singhbhum,862,1918
2025-04-01,Jharkhand,Purbi Singhbhum,921,2656
2025-04-01,Jharkhand,Ramgarh,3693,2953
2025-04-01,Jharkhand,Ranchi,12941,20668
2025-04-01,Jharkhand,Sahebganj,7053,4197
2025-04-01,Jharkhand,Sahibganj,72,157
2025-04-01,Jharkhand,Seraikela-Kharsawan,6174,5158
2025-04-01,Jharkhand,Seraikela-kharsawan,689,1900
2025-04-01,Jharkhand,Simdega,4995,7629
2025-04-01,Jharkhand,West Singhbhum,13773,11613
2025-04-01,Karnataka,Bagalkot,4249,4379
2025-04-01,Karnataka,Bagalkot *,26,105
2025-04-01,Karnataka,Ballari,2822,1418
2025-04-01,Karnataka,Bangalore,6802,17694
2025-04-01,Karnataka,Bangalore Rural,2371,1944
2025-04-01,Karnataka,Belagavi,5270,3478
2025-04-01,Karnataka,Belgaum,4332,7869
2025-04-01,Karnataka,Bellary,2968,4023
2025-04-01,Karnataka,Bengaluru,19925,19444
2025-04-01,Karnataka,Bidar,3396,5280
2025-04-01,Karnataka,Bijapur,1635,3552
2025-04-01,Karnataka,Chamarajanagar,17,56
2025-04-01,Karnataka,Chamrajanagar,1286,1452
2025-04-01,Karnataka,Chamrajnagar,13,61
2025-04-01,Karnataka,Chickmagalur,724,1587
2025-04-01,Karnataka,Chikkaballapur,2472,2223
2025-04-01,Karnataka,Chikkamagaluru,1123,711
2025-04-01,Karnataka,Chikmagalur,23,65
2025-04-01,Karnataka,Chitradurga,3342,3500
2025-04-01,Karnataka,Dakshina Kannada,4599,4969
2025-04-01,Karnataka,Davanagere,66,322
2025-04-01,Karnataka,Davangere,4914,5901
2025-04-01,Karnataka,Dharwad,5194,5962
2025-04-01,Karnataka,Gadag,2629,2131
2025-04-01,Karnataka,Gadag *,24,64
2025-04-01,Karnataka,Gulbarga,1928,4469
2025-04-01,Karnataka,Hasan,103,422
2025-04-01,Karnataka,Hassan,2846,2427
2025-04-01,Karnataka,Haveri,3661,4525
2025-04-01,Karnataka,Haveri *,31,117
2025-04-01,Karnataka,Kalaburagi,4184,2891
2025-04-01,Karnataka,Kodagu,1054,1047
2025-04-01,Karnataka,Kolar,3623,3570
2025-04-01,Karnataka,Koppal,3215,3006
2025-04-01,Karnataka,Mandya,3463,4084
2025-04-01,Karnataka,Mysore,1800,4531
2025-04-01,Karnataka,Mysuru,3719,3149
2025-04-01,Karnataka,Raichur,4661,6869
2025-04-01,Karnataka,Ramanagar,2241,2242
2025-04-01,Karnataka,Shimoga,733,1769
2025-04-01,Karnataka,Shivamogga,2310,1316
2025-04-01,Karnataka,Tumakuru,2935,2126
2025-04-01,Karnataka,Tumkur,2015,4759
2025-04-01,Karnataka,Udupi,2164,1429
2025-04-01,Karnataka,Uttara Kannada,2350,2162
2025-04-01,Karnataka,Vijayanagara,921,2505
2025-04-01,Karnataka,Vijayapura,3058,1987
2025-04-01,Karnataka,Yadgir,3666,3477
2025-04-01,Karnataka,yadgir,94,337
2025-04-01,Kerala,Alappuzha,3782,5753
2025-04-01,Kerala,Ernakulam,6706,9970
2025-04-01,Kerala,Idukki,2043,3003
2025-04-01,Kerala,Kannur,5967,7398
2025-04-01,Kerala,Kasaragod,5982,3851
2025-04-01,Kerala,Kasargod,13,47
2025-04-01,Kerala,Kollam,6100,8828
2025-04-01,Kerala,Kottayam,3014,5071
2025-04-01,Kerala,Kozhikode,6503,7656
2025-04-01,Kerala,Malappuram,12171,13850
2025-04-01,Kerala,Palakkad,7877,10415
2025-04-01,Kerala,Pathanamthitta,2137,4034
2025-04-01,Kerala,Thiruvananthapuram,7483,11402
2025-04-01,Kerala,Thrissur,7513,8428
2025-04-01,Kerala,Wayanad,1218,2103
2025-04-01,Ladakh,Kargil,313,264
2025-04-01,Ladakh,Leh,125,301
2025-04-01,Lakshadweep,Lakshadweep,386,320
2025-04-01,Madhya Pradesh,Agar Malwa,1006,1142
2025-04-01,Madhya Pradesh,Alirajpur,4642,4219
2025-04-01,Madhya Pradesh,Anuppur,6943,5528
2025-04-01,Madhya Pradesh,Ashok Nagar,8644,3800
2025-04-01,Madhya Pradesh,Balaghat,11048,7463
2025-04-01,Madhya Pradesh,Barwani,15662,11872
2025-04-01,Madhya Pradesh,Betul,11062,11031
2025-04-01,Madhya Pradesh,Bhind,5754,2999
2025-04-01,Madhya Pradesh,Bhopal,11729,9688
2025-04-01,Madhya Pradesh,Burhanpur,3801,3962
2025-04-01,Madhya Pradesh,Chhatarpur,14269,9000
2025-04-01,Madhya Pradesh,Chhindwara,8906,9286
2025-04-01,Madhya Pradesh,Damoh,18109,8967
2025-04-01,Madhya Pradesh,Datia,4531,2350
2025-04-01,Madhya Pradesh,Dewas,6769,7532
2025-04-01,Madhya Pradesh,Dhar,10072,9703
2025-04-01,Madhya Pradesh,Dindori,7309,4827
2025-04-01,Madhya Pradesh,East Nimar,1477,3783
2025-04-01,Madhya Pradesh,Guna,11724,5429
2025-04-01,Madhya Pradesh,Gwalior,10154,6546
2025-04-01,Madhya Pradesh,Harda,3532,2643
2025-04-01,Madhya Pradesh,Harda *,313,1121
2025-04-01,Madhya Pradesh,Hoshangabad,8610,6927
2025-04-01,Madhya Pradesh,Indore,14574,12400
2025-04-01,Madhya Pradesh,Jabalpur,10507,8228
2025-04-01,Madhya Pradesh,Jhabua,7489,6260
2025-04-01,Madhya Pradesh,Katni,5161,6243
2025-04-01,Madhya Pradesh,Khandwa,5702,2816
2025-04-01,Madhya Pradesh,Khargone,14061,10969
2025-04-01,Madhya Pradesh,Maihar,21,71
2025-04-01,Madhya Pradesh,Mandla,5930,3749
2025-04-01,Madhya Pradesh,Mandsaur,6308,5411
2025-04-01,Madhya Pradesh,Morena,13836,6276
2025-04-01,Madhya Pradesh,Narmadapuram,194,781
2025-04-01,Madhya Pradesh,Narsimhapur,246,746
2025-04-01,Madhya Pradesh,Narsinghpur,4619,2734
2025-04-01,Madhya Pradesh,Neemuch,4755,2081
2025-04-01,Madhya Pradesh,Niwari,257,181
2025-04-01,Madhya Pradesh,Panna,11063,6229
2025-04-01,Madhya Pradesh,Raisen,12132,5580
2025-04-01,Madhya Pradesh,Rajgarh,14937,11041
2025-04-01,Madhya Pradesh,Ratlam,8712,5505
2025-04-01,Madhya Pradesh,Rewa,21559,8159
2025-04-01,Madhya Pradesh,Sagar,17815,10875
2025-04-01,Madhya Pradesh,Satna,14637,7737
2025-04-01,Madhya Pradesh,Sehore,7883,8009
2025-04-01,Madhya Pradesh,Seoni,7581,4981
2025-04-01,Madhya Pradesh,Shahdol,6560,6310
2025-04-01,Madhya Pradesh,Shajapur,10065,7725
2025-04-01,Madhya Pradesh,Sheopur,4582,2633
2025-04-01,Madhya Pradesh,Shivpuri,9941,5513
2025-04-01,Madhya Pradesh,Sidhi,16891,5313
2025-04-01,Madhya Pradesh,Singrauli,17686,4659
2025-04-01,Madhya Pradesh,Tikamgarh,18725,9641
2025-04-01,Madhya Pradesh,Ujjain,8884,5904
2025-04-01,Madhya Pradesh,Umaria,2891,2472
2025-04-01,Madhya Pradesh,Vidisha,8486,5753
2025-04-01,Madhya Pradesh,West Nimar,417,694
2025-04-01,Maharashtra,Ahmadnagar,9904,19453
2025-04-01,Maharashtra,Ahmed Nagar,12,145
2025-04-01,Maharashtra,Akola,3998,13294
2025-04-01,Maharashtra,Amravati,7506,23036
2025-04-01,Maharashtra,Aurangabad,8187,18109
2025-04-01,Maharashtra,Beed,8445,18130
2025-04-01,Maharashtra,Bhandara,2722,8462
2025-04-01,Maharashtra,Buldana,122,1963
2025-04-01,Maharashtra,Buldhana,4721,11245
2025-04-01,Maharashtra,Chandrapur,5339,13857
2025-04-01,Maharashtra,Chatrapati Sambhaji Nagar,53,262
2025-04-01,Maharashtra,Chhatrapati Sambhajinagar,64,353
2025-04-01,Maharashtra,Dharashiv,11,34
2025-04-01,Maharashtra,Dhule,5882,14299
2025-04-01,Maharashtra,Gadchiroli,2630,7706
2025-04-01,Maharashtra,Gondiya,3227,4618
2025-04-01,Maharashtra,Hingoli,3222,6628
2025-04-01,Maharashtra,Jalgaon,12325,25017
2025-04-01,Maharashtra,Jalna,4561,10514
2025-04-01,Maharashtra,Kolhapur,15200,16393
2025-04-01,Maharashtra,Latur,8274,21319
2025-04-01,Maharashtra,Mumbai,10735,29324
2025-04-01,Maharashtra,Mumbai City,2694,2433
2025-04-01,Maharashtra,Mumbai Suburban,9528,9391
2025-04-01,Maharashtra,Nagpur,10872,28643
2025-04-01,Maharashtra,Nanded,11868,18508
2025-04-01,Maharashtra,Nandurbar,5673,11344
2025-04-01,Maharashtra,Nashik,13708,30777
2025-04-01,Maharashtra,Osmanabad,5880,9950
2025-04-01,Maharashtra,Palghar,5873,6864
2025-04-01,Maharashtra,Parbhani,6180,9983
2025-04-01,Maharashtra,Pune,27254,36621
2025-04-01,Maharashtra,Raigad,353,1240
2025-04-01,Maharashtra,Raigarh,4740,7673
2025-04-01,Maharashtra,Ratnagiri,2887,6595
2025-04-01,Maharashtra,Sangli,6695,13066
2025-04-01,Maharashtra,Satara,8214,10932
2025-04-01,Maharashtra,Sindhudurg,1481,2826
2025-04-01,Maharashtra,Solapur,11972,20928
2025-04-01,Maharashtra,Thane,16028,36209
2025-04-01,Maharashtra,Wardha,2859,7845
2025-04-01,Maharashtra,Washim,3178,7427
2025-04-01,Maharashtra,Yavatmal,7446,20110
2025-04-01,Manipur,Bishnupur,810,558
2025-04-01,Manipur,Chandel,387,492
2025-04-01,Manipur,Churachandpur,861,960
2025-04-01,Manipur,Imphal East,1438,1252
2025-04-01,Manipur,Imphal West,1363,1265
2025-04-01,Manipur,Jiribam,42,273
2025-04-01,Manipur,Kakching,78,40
2025-04-01,Manipur,Senapati,798,1232
2025-04-01,Manipur,Tamenglong,350,640
2025-04-01,Manipur,Thoubal,1572,1195
2025-04-01,Manipur,Ukhrul,448,814
2025-04-01,Meghalaya,East Garo Hills,141,243
2025-04-01,Meghalaya,East Jaintia Hills,213,85
2025-04-01,Meghalaya,East Khasi Hills,1297,1920
2025-04-01,Meghalaya,North Garo Hills,139,68
2025-04-01,Meghalaya,Ri Bhoi,227,222
2025-04-01,Meghalaya,South Garo Hills,92,187
2025-04-01,Meghalaya,South West Garo Hills,242,355
2025-04-01,Meghalaya,South West Khasi Hills,193,214
2025-04-01,Meghalaya,West Garo Hills,1078,3196
2025-04-01,Meghalaya,West Jaintia Hills,563,285
2025-04-01,Meghalaya,West Khasi Hills,461,444
2025-04-01,Mizoram,Aizawl,4073,1701
2025-04-01,Mizoram,Champhai,2757,965
2025-04-01,Mizoram,Kolasib,1849,580
2025-04-01,Mizoram,Lawngtlai,1802,847
2025-04-01,Mizoram,Lunglei,2359,1105
2025-04-01,Mizoram,Mamit,2407,510
2025-04-01,Mizoram,Mammit,454,343
2025-04-01,Mizoram,Saiha,1230,247
2025-04-01,Mizoram,Saitual,12,13
2025-04-01,Mizoram,Serchhip,709,272
2025-04-01,Nagaland,Chumukedima,27,63
2025-04-01,Nagaland,Dimapur,936,2059
2025-04-01,Nagaland,Kiphire,214,495
2025-04-01,Nagaland,Kohima,345,1416
2025-04-01,Nagaland,Longleng,100,251
2025-04-01,Nagaland,Mokokchung,216,967
2025-04-01,Nagaland,Mon,524,1210
2025-04-01,Nagaland,Niuland,24,64
2025-04-01,Nagaland,Noklak,28,67
2025-04-01,Nagaland,Peren,191,462
2025-04-01,Nagaland,Phek,203,1448
2025-04-01,Nagaland,Tuensang,299,863
2025-04-01,Nagaland,Wokha,327,737
2025-04-01,Nagaland,Zunheboto,207,1125
2025-04-01,Odisha,ANUGUL,18,41
2025-04-01,Odisha,Angul,2839,3957
2025-04-01,Odisha,Anugul,13,35
2025-04-01,Odisha,Balangir,5535,5272
2025-04-01,Odisha,Baleshwar,801,1777
2025-04-01,Odisha,Baleswar,6590,6189
2025-04-01,Odisha,Bargarh,3598,4411
2025-04-01,Odisha,Baudh,118,598
2025-04-01,Odisha,Bhadrak,5610,5748
2025-04-01,Odisha,Boudh,1416,1699
2025-04-01,Odisha,Cuttack,6142,9392
2025-04-01,Odisha,Debagarh,796,1078
2025-04-01,Odisha,Dhenkanal,4643,5558
2025-04-01,Odisha,Gajapati,3016,4447
2025-04-01,Odisha,Ganjam,10175,11122
2025-04-01,Odisha,JAJPUR,1983,2577
2025-04-01,Odisha,Jagatsinghapur,2229,2932
2025-04-01,Odisha,Jagatsinghpur,242,764
2025-04-01,Odisha,Jajapur,3271,3817
2025-04-01,Odisha,Jharsuguda,1438,1318
2025-04-01,Odisha,Kalahandi,4833,7521
2025-04-01,Odisha,Kandhamal,3192,4343
2025-04-01,Odisha,Kendrapara,4163,5515
2025-04-01,Odisha,Kendujhar,5511,7609
2025-04-01,Odisha,Khorda,5312,6895
2025-04-01,Odisha,Khordha,149,731
2025-04-01,Odisha,Koraput,5194,6634
2025-04-01,Odisha,Malkangiri,3623,2296
2025-04-01,Odisha,Mayurbhanj,9393,11771
2025-04-01,Odisha,Nabarangapur,6437,6560
2025-04-01,Odisha,Nayagarh,3245,4043
2025-04-01,Odisha,Nuapada,2102,2868
2025-04-01,Odisha,Puri,4151,4531
2025-04-01,Odisha,Rayagada,3094,3695
2025-04-01,Odisha,Sambalpur,2769,2899
2025-04-01,Odisha,Sonapur,1654,1418
2025-04-01,Odisha,Subarnapur,182,602
2025-04-01,Odisha,Sundargarh,352,1264
2025-04-01,Odisha,Sundergarh,5152,5954
2025-04-01,Orissa,Balangir,332,1044
2025-04-01,Orissa,Baleshwar,92,220
2025-04-01,Orissa,Bargarh,25,86
2025-04-01,Orissa,Bhadrak,175,475
2025-04-01,Orissa,Cuttack,85,513
2025-04-01,Orissa,Dhenkanal,94,209
2025-04-01,Orissa,Ganjam,170,497
2025-04-01,Orissa,Jajapur,18,53
2025-04-01,Orissa,Khordha,280,1677
2025-04-01,Orissa,Koraput,11,82
2025-04-01,Orissa,Nayagarh,20,71
2025-04-01,Orissa,Puri,105,281
2025-04-01,Orissa,Rayagada,22,149
2025-04-01,Pondicherry,Pondicherry,345,1681
2025-04-01,Puducherry,Karaikal,378,883
2025-04-01,Puducherry,Puducherry,1024,1331
2025-04-01,Punjab,Amritsar,7813,13981
2025-04-01,Punjab,Barnala,1343,2420
2025-04-01,Punjab,Bathinda,4293,6306
2025-04-01,Punjab,Faridkot,1680,3210
2025-04-01,Punjab,Fatehgarh Sahib,1514,2354
2025-04-01,Punjab,Fazilka,3153,3766
2025-04-01,Punjab,Ferozepur,2647,4108
2025-04-01,Punjab,Firozpur,168,1095
2025-04-01,Punjab,Gurdaspur,5242,10128
2025-04-01,Punjab,Hoshiarpur,3760,7474
2025-04-01,Punjab,Jalandhar,6195,12489
2025-04-01,Punjab,Kapurthala,2429,4988
2025-04-01,Punjab,Ludhiana,10346,14080
2025-04-01,Punjab,Malerkotla,510,898
2025-04-01,Punjab,Mansa,2145,4522
2025-04-01,Punjab,Moga,2910,4820
2025-04-01,Punjab,Muktsar,98,1017
2025-04-01,Punjab,Pathankot,1282,1396
2025-04-01,Punjab,Patiala,5447,7618
2025-04-01,Punjab,Rupnagar,1817,3457
2025-04-01,Punjab,S.A.S Nagar(Mohali),12,110
2025-04-01,Punjab,SAS Nagar (Mohali),3205,3199
2025-04-01,Punjab,Sangrur,3395,5402
2025-04-01,Punjab,Shaheed Bhagat Singh Nagar,1309,2030
2025-04-01,Punjab,Sri Muktsar Sahib,3322,4082
2025-04-01,Punjab,Tarn Taran,3566,8012
2025-04-01,Rajasthan,Ajmer,5509,7665
2025-04-01,Rajasthan,Alwar,8463,11534
2025-04-01,Rajasthan,Banswara,2510,5348
2025-04-01,Rajasthan,Baran,2478,3937
2025-04-01,Rajasthan,Barmer,7900,9457
2025-04-01,Rajasthan,Bharatpur,4285,7395
2025-04-01,Rajasthan,Bhilwara,3632,4556
2025-04-01,Rajasthan,Bikaner,5120,8366
2025-04-01,Rajasthan,Bundi,2098,3150
2025-04-01,Rajasthan,Chittaurgarh,24,98
2025-04-01,Rajasthan,Chittorgarh,2053,2591
2025-04-01,Rajasthan,Churu,5149,7988
2025-04-01,Rajasthan,Dausa,4090,5974
2025-04-01,Rajasthan,Dholpur,2831,3372
2025-04-01,Rajasthan,Dungarpur,3240,4628
2025-04-01,Rajasthan,Ganganagar,3475,6919
2025-04-01,Rajasthan,Hanumangarh,3571,6728
2025-04-01,Rajasthan,Jaipur,14715,25717
2025-04-01,Rajasthan,Jaisalmer,1898,2533
2025-04-01,Rajasthan,Jalor,3173,5924
2025-04-01,Rajasthan,Jhalawar,2269,3399
2025-04-01,Rajasthan,Jhunjhunu,16,74
2025-04-01,Rajasthan,Jhunjhunun,3967,7713
2025-04-01,Rajasthan,Jodhpur,9733,14493
2025-04-01,Rajasthan,Karauli,3217,3723
2025-04-01,Rajasthan,Kota,3659,5336
2025-04-01,Rajasthan,Nagaur,7553,12226
2025-04-01,Rajasthan,Pali,4499,10300
2025-04-01,Rajasthan,Pratapgarh,2157,2643
2025-04-01,Rajasthan,Rajsamand,2255,2788
2025-04-01,Rajasthan,Sawai Madhopur,3236,4585
2025-04-01,Rajasthan,Sikar,6351,10971
2025-04-01,Rajasthan,Sirohi,2265,4482
2025-04-01,Rajasthan,Tonk,2727,4386
2025-04-01,Rajasthan,Udaipur,6038,9759
2025-04-01,Sikkim,East,398,566
2025-04-01,Sikkim,East Sikkim,365,251
2025-04-01,Sikkim,North,17,29
2025-04-01,Sikkim,North Sikkim,84,45
2025-04-01,Sikkim,South,242,413
2025-04-01,Sikkim,South Sikkim,272,131
2025-04-01,Sikkim,West,403,472
2025-04-01,Sikkim,West Sikkim,647,201
2025-04-01,Tamil Nadu,Ariyalur,3068,5860
2025-04-01,Tamil Nadu,Chengalpattu,219,233
2025-04-01,Tamil Nadu,Chennai,8877,14753
2025-04-01,Tamil Nadu,Coimbatore,8351,16329
2025-04-01,Tamil Nadu,Cuddalore,10089,7240
2025-04-01,Tamil Nadu,Dharmapuri,6424,3854
2025-04-01,Tamil Nadu,Dindigul,7240,14614
2025-04-01,Tamil Nadu,Erode,4766,8601
2025-04-01,Tamil Nadu,Kallakurichi,177,199
2025-04-01,Tamil Nadu,Kancheepuram,11633,12146
2025-04-01,Tamil Nadu,Kanniyakumari,1340,3932
2025-04-01,Tamil Nadu,Kanyakumari,1101,771
2025-04-01,Tamil Nadu,Karur,2641,3485
2025-04-01,Tamil Nadu,Krishnagiri,6026,5057
2025-04-01,Tamil Nadu,Madurai,10401,14583
2025-04-01,Tamil Nadu,Mayiladuthurai,115,40
2025-04-01,Tamil Nadu,Nagapattinam,3581,4310
2025-04-01,Tamil Nadu,Namakkal,4064,8575
2025-04-01,Tamil Nadu,Perambalur,2764,2005
2025-04-01,Tamil Nadu,Pudukkottai,4948,8469
2025-04-01,Tamil Nadu,Ramanathapuram,4549,5803
2025-04-01,Tamil Nadu,Ranipet,10,20
2025-04-01,Tamil Nadu,Salem,15497,14213
2025-04-01,Tamil Nadu,Sivaganga,3938,5528
2025-04-01,Tamil Nadu,Tenkasi,315,229
2025-04-01,Tamil Nadu,Thanjavur,6846,11788
2025-04-01,Tamil Nadu,The Nilgiris,1620,2142
2025-04-01,Tamil Nadu,Theni,3995,5944
2025-04-01,Tamil Nadu,Thiruvallur,38,60
2025-04-01,Tamil Nadu,Thiruvarur,3035,3416
2025-04-01,Tamil Nadu,Thoothukkudi,6772,8906
2025-04-01,Tamil Nadu,Tiruchirappalli,6150,14884
2025-04-01,Tamil Nadu,Tirunelveli,8135,13913
2025-04-01,Tamil Nadu,Tirupattur,904,440
2025-04-01,Tamil Nadu,Tiruppur,6905,8795
2025-04-01,Tamil Nadu,Tiruvallur,9932,13307
2025-04-01,Tamil Nadu,Tiruvannamalai,10684,6104
2025-04-01,Tamil Nadu,Vellore,11254,10058
2025-04-01,Tamil Nadu,Villupuram,8353,3586
2025-04-01,Tamil Nadu,Viluppuram,2834,5845
2025-04-01,Tamil Nadu,Virudhunagar,5189,6673
2025-04-01,Telangana,Adilabad,2571,3246
2025-04-01,Telangana,Bhadradri Kothagudem,436,765
2025-04-01,Telangana,Hanumakonda,205,841
2025-04-01,Telangana,Hyderabad,9730,11312
2025-04-01,Telangana,Jagitial,328,434
2025-04-01,Telangana,Jangoan,135,274
2025-04-01,Telangana,Jayashankar Bhupalpally,115,183
2025-04-01,Telangana,Jogulamba Gadwal,427,545
2025-04-01,Telangana,K.v. Rangareddy,9527,13014
2025-04-01,Telangana,Kamareddy,397,584
2025-04-01,Telangana,Karimnagar,5453,6566
2025-04-01,Telangana,Khammam,2238,1720
2025-04-01,Telangana,Komaram Bheem,313,496
2025-04-01,Telangana,Mahabubabad,285,476
2025-04-01,Telangana,Mahabubnagar,8084,9148
2025-04-01,Telangana,Mancherial,322,543
2025-04-01,Telangana,Medak,4542,4890
2025-04-01,Telangana,Medchal-malkajgiri,1109,1772
2025-04-01,Telangana,Mulugu,148,257
2025-04-01,Telangana,Nagarkurnool,372,550
2025-04-01,Telangana,Nalgonda,5769,5451
2025-04-01,Telangana,Narayanpet,190,257
2025-04-01,Telangana,Nirmal,263,423
2025-04-01,Telangana,Nizamabad,4441,4610
2025-04-01,Telangana,Peddapalli,89,267
2025-04-01,Telangana,Rajanna Sircilla,212,301
2025-04-01,Telangana,Rangareddy,93,260
2025-04-01,Telangana,Sangareddy,687,762
2025-04-01,Telangana,Siddipet,315,476
2025-04-01,Telangana,Suryapet,513,886
2025-04-01,Telangana,Vikarabad,409,500
2025-04-01,Telangana,Wanaparthy,323,517
2025-04-01,Telangana,Warangal,3905,3728
2025-04-01,Telangana,Warangal Rural,190,328
2025-04-01,Telangana,Warangal Urban,278,416
2025-04-01,Telangana,Yadadri.,320,628
2025-04-01,Tripura,Dhalai,4161,2012
2025-04-01,Tripura,Dhalai  *,41,90
2025-04-01,Tripura,Gomati,2197,399
2025-04-01,Tripura,Khowai,1226,266
2025-04-01,Tripura,North Tripura,3373,3177
2025-04-01,Tripura,Sepahijala,2527,838
2025-04-01,Tripura,South Tripura,4189,4698
2025-04-01,Tripura,Unakoti,3375,495
2025-04-01,Tripura,West Tripura,6514,8037
2025-04-01,Uttar Pradesh,Agra,23587,9962
2025-04-01,Uttar Pradesh,Aligarh,21555,5911
2025-04-01,Uttar Pradesh,Allahabad,27810,9107
2025-04-01,Uttar Pradesh,Ambedkar Nagar,5206,4034
2025-04-01,Uttar Pradesh,Amethi,6276,4187
2025-04-01,Uttar Pradesh,Amroha,10891,2508
2025-04-01,Uttar Pradesh,Auraiya,4730,2327
2025-04-01,Uttar Pradesh,Ayodhya,384,528
2025-04-01,Uttar Pradesh,Azamgarh,13049,8716
2025-04-01,Uttar Pradesh,Baghpat,4693,2074
2025-04-01,Uttar Pradesh,Bahraich,17959,7506
2025-04-01,Uttar Pradesh,Ballia,7919,6870
2025-04-01,Uttar Pradesh,Balrampur,8333,3721
2025-04-01,Uttar Pradesh,Banda,6605,4537
2025-04-01,Uttar Pradesh,Bara Banki,14422,6093
2025-04-01,Uttar Pradesh,Barabanki,74,295
2025-04-01,Uttar Pradesh,Bareilly,22874,8000
2025-04-01,Uttar Pradesh,Basti,10172,4692
2025-04-01,Uttar Pradesh,Bhadohi,519,396
2025-04-01,Uttar Pradesh,Bijnor,17712,8228
2025-04-01,Uttar Pradesh,Budaun,8910,3583
2025-04-01,Uttar Pradesh,Bulandshahr,18815,5197
2025-04-01,Uttar Pradesh,Chandauli,9704,3295
2025-04-01,Uttar Pradesh,Chitrakoot,6112,2612
2025-04-01,Uttar Pradesh,Deoria,11809,7245
2025-04-01,Uttar Pradesh,Etah,13484,2531
2025-04-01,Uttar Pradesh,Etawah,7384,3127
2025-04-01,Uttar Pradesh,Faizabad,8834,3119
2025-04-01,Uttar Pradesh,Farrukhabad,7045,2139
2025-04-01,Uttar Pradesh,Fatehpur,8256,6378
2025-04-01,Uttar Pradesh,Firozabad,15017,3352
2025-04-01,Uttar Pradesh,Gautam Buddha Nagar,7021,5188
2025-04-01,Uttar Pradesh,Ghaziabad,14642,10837
2025-04-01,Uttar Pradesh,Ghazipur,15205,6326
2025-04-01,Uttar Pradesh,Gonda,14460,6876
2025-04-01,Uttar Pradesh,Gorakhpur,9404,12727
2025-04-01,Uttar Pradesh,Hamirpur,3275,2180
2025-04-01,Uttar Pradesh,Hapur,4513,1909
2025-04-01,Uttar Pradesh,Hardoi,22209,6727
2025-04-01,Uttar Pradesh,Hathras,9198,2227
2025-04-01,Uttar Pradesh,Jalaun,6056,3593
2025-04-01,Uttar Pradesh,Jaunpur,12071,7906
2025-04-01,Uttar Pradesh,Jhansi,8508,5297
2025-04-01,Uttar Pradesh,Kannauj,6803,2814
2025-04-01,Uttar Pradesh,Kanpur Dehat,7829,2343
2025-04-01,Uttar Pradesh,Kanpur Nagar,12059,11042
2025-04-01,Uttar Pradesh,Kasganj,6901,2382
2025-04-01,Uttar Pradesh,Kaushambi,12911,2180
2025-04-01,Uttar Pradesh,Kheri,14683,6033
2025-04-01,Uttar Pradesh,Kushinagar,9515,8053
2025-04-01,Uttar Pradesh,Lalitpur,4531,3627
2025-04-01,Uttar Pradesh,Lucknow,17408,12249
2025-04-01,Uttar Pradesh,Maharajganj,6533,5487
2025-04-01,Uttar Pradesh,Mahoba,3350,1489
2025-04-01,Uttar Pradesh,Mainpuri,4338,2680
2025-04-01,Uttar Pradesh,Mathura,10819,4179
2025-04-01,Uttar Pradesh,Mau,6021,3902
2025-04-01,Uttar Pradesh,Meerut,15088,7492
2025-04-01,Uttar Pradesh,Mirzapur,10945,3802
2025-04-01,Uttar Pradesh,Moradabad,16586,6986
2025-04-01,Uttar Pradesh,Muzaffarnagar,16529,6262
2025-04-01,Uttar Pradesh,Pilibhit,13228,5607
2025-04-01,Uttar Pradesh,Pratapgarh,12069,6772
2025-04-01,Uttar Pradesh,Prayagraj,1456,1346
2025-04-01,Uttar Pradesh,Rae Bareli,12145,4968
2025-04-01,Uttar Pradesh,Rampur,15673,4784
2025-04-01,Uttar Pradesh,Saharanpur,13478,9252
2025-04-01,Uttar Pradesh,Sambhal,11719,2554
2025-04-01,Uttar Pradesh,Sant Kabir Nagar,8755,4623
2025-04-01,Uttar Pradesh,Sant Ravidas Nagar,6080,2484
2025-04-01,Uttar Pradesh,Shahjahanpur,12877,4666
2025-04-01,Uttar Pradesh,Shamli,11142,4003
2025-04-01,Uttar Pradesh,Shrawasti,5028,2599
2025-04-01,Uttar Pradesh,Siddharthnagar,9075,4516
2025-04-01,Uttar Pradesh,Sitapur,32178,9065
2025-04-01,Uttar Pradesh,Sonbhadra,10745,4237
2025-04-01,Uttar Pradesh,Sultanpur,6820,4691
2025-04-01,Uttar Pradesh,Unnao,13248,6435
2025-04-01,Uttar Pradesh,Varanasi,13733,8781
