month,state,district,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,total_enrolments,total_demo_updates,total_bio_updates,demo_update_ratio,bio_update_ratio
2025-09-01,Chhattisgarh,Sakti,135,40,2,142.0,1289.0,36.0,258.0,177,1431.0,294.0,8.084745762711865,1.6610169491525424
2025-09-01,Chhattisgarh,Sarangarh-Bilaigarh,22,4,3,63.0,1003.0,11.0,188.0,29,1066.0,199.0,36.758620689655174,6.862068965517241
2025-09-01,Chhattisgarh,Sukma,146,150,11,263.0,2631.0,1011.0,1526.0,307,2894.0,2537.0,9.42671009771987,8.26384364820847
2025-09-01,Chhattisgarh,Surajpur,823,177,2,434.0,7515.0,3617.0,2990.0,1002,7949.0,6607.0,7.93313373253493,6.593812375249501
2025-09-01,Chhattisgarh,Surguja,1128,225,0,769.0,12677.0,1666.0,4684.0,1353,13446.0,6350.0,9.937915742793791,4.6932742054693275
2025-09-01,Chhattisgarh,Uttar Bastar Kanker,207,46,0,150.0,1962.0,313.0,1994.0,253,2112.0,2307.0,8.347826086956522,9.118577075098814
2025-09-01,Dadra & Nagar Haveli,Dadra & Nagar Haveli,9,2,0,13.0,41.0,24.0,63.0,11,54.0,87.0,4.909090909090909,7.909090909090909
2025-09-01,Dadra and Nagar Haveli,Dadra and Nagar Haveli,322,36,1,356.0,846.0,2860.0,2435.0,359,1202.0,5295.0,3.348189415041783,14.749303621169917
2025-09-01,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,29,8,2,41.0,416.0,42.0,67.0,39,457.0,109.0,11.717948717948717,2.7948717948717947
2025-09-01,Dadra and Nagar Haveli and Daman and Diu,Daman,19,2,2,21.0,185.0,15.0,16.0,23,206.0,31.0,8.956521739130435,1.3478260869565217
2025-09-01,Dadra and Nagar Haveli and Daman and Diu,Diu,6,1,3,1.0,44.0,1.0,9.0,10,45.0,10.0,4.5,1.0
2025-09-01,Daman & Diu,Daman,3,0,0,11.0,74.0,38.0,86.0,3,85.0,124.0,28.333333333333332,41.333333333333336
2025-09-01,Daman & Diu,Diu,6,0,0,9.0,71.0,11.0,51.0,6,80.0,62.0,13.333333333333334,10.333333333333334
2025-09-01,Daman and Diu,Daman,14,4,0,40.0,202.0,416.0,152.0,18,242.0,568.0,13.444444444444445,31.555555555555557
2025-09-01,Daman and Diu,Diu,11,0,0,14.0,106.0,120.0,60.0,11,120.0,180.0,10.909090909090908,16.363636363636363
2025-09-01,Delhi,Central Delhi,494,195,36,534.0,3325.0,2025.0,2294.0,725,3859.0,4319.0,5.3227586206896556,5.957241379310345
2025-09-01,Delhi,East Delhi,1578,459,22,1349.0,7954.0,5495.0,5279.0,2059,9303.0,10774.0,4.518212724623604,5.232637202525498
2025-09-01,Delhi,Najafgarh,9,5,0,1.0,45.0,3.0,87.0,14,46.0,90.0,3.2857142857142856,6.428571428571429
2025-09-01,Delhi,New Delhi,40,16,4,59.0,369.0,232.0,163.0,60,428.0,395.0,7.133333333333334,6.583333333333333
2025-09-01,Delhi,North Delhi,631,250,11,584.0,3721.0,2672.0,2843.0,892,4305.0,5515.0,4.826233183856503,6.182735426008969
2025-09-01,Delhi,North East,452,163,2,81.0,1554.0,231.0,2766.0,617,1635.0,2997.0,2.6499189627228525,4.8573743922204216
2025-09-01,Delhi,North East   *,2,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
2025-09-01,Delhi,North East Delhi,1472,614,6,1742.0,7334.0,6990.0,5135.0,2092,9076.0,12125.0,4.338432122370937,5.795889101338432
2025-09-01,Delhi,North West Delhi,2929,877,74,2853.0,15654.0,12504.0,13440.0,3880,18507.0,25944.0,4.769845360824743,6.68659793814433
2025-09-01,Delhi,Shahdara,121,55,8,240.0,1503.0,143.0,342.0,184,1743.0,485.0,9.472826086956522,2.635869565217391
2025-09-01,Delhi,South Delhi,2445,761,73,1258.0,11030.0,8175.0,8667.0,3279,12288.0,16842.0,3.747483989021043,5.136322049405306
2025-09-01,Delhi,South East Delhi,12,4,1,17.0,157.0,13.0,26.0,17,174.0,39.0,10.235294117647058,2.2941176470588234
2025-09-01,Delhi,South West Delhi,1772,505,64,1797.0,9962.0,6454.0,5396.0,2341,11759.0,11850.0,5.023067065356686,5.06193934216147
2025-09-01,Delhi,West Delhi,2027,571,46,1398.0,10592.0,6682.0,7235.0,2644,11990.0,13917.0,4.534795763993949,5.263615733736763
2025-09-01,Goa,Bardez,1,0,0,0.0,4.0,3.0,9.0,1,4.0,12.0,4.0,12.0
2025-09-01,Goa,North Goa,410,64,40,199.0,3157.0,1176.0,1587.0,514,3356.0,2763.0,6.529182879377432,5.375486381322958
2025-09-01,Goa,South Goa,282,41,34,201.0,2706.0,1045.0,1077.0,357,2907.0,2122.0,8.142857142857142,5.943977591036415
2025-09-01,Gujarat,Ahmadabad,231,115,0,165.0,1804.0,148.0,2142.0,346,1969.0,2290.0,5.690751445086705,6.618497109826589
2025-09-01,Gujarat,Ahmedabad,3946,2033,72,3168.0,29192.0,13314.0,20099.0,6051,32360.0,33413.0,5.347876384068749,5.521897207073211
2025-09-01,Gujarat,Amreli,893,226,35,344.0,4610.0,2578.0,3380.0,1154,4954.0,5958.0,4.292894280762565,5.162911611785096
2025-09-01,Gujarat,Anand,1545,249,29,581.0,6501.0,4434.0,5540.0,1823,7082.0,9974.0,3.8848052660449808,5.471201316511245
2025-09-01,Gujarat,Arvalli,490,98,4,264.0,1245.0,1823.0,1038.0,592,1509.0,2861.0,2.5489864864864864,4.83277027027027
2025-09-01,Gujarat,Banas Kantha,45,18,0,12.0,99.0,12.0,87.0,63,111.0,99.0,1.7619047619047619,1.5714285714285714
2025-09-01,Gujarat,Banaskantha,2546,2150,91,1338.0,11032.0,7546.0,8342.0,4787,12370.0,15888.0,2.5840818884478796,3.318988928347608
2025-09-01,Gujarat,Bharuch,1178,121,8,645.0,5442.0,3425.0,3264.0,1307,6087.0,6689.0,4.657230298393267,5.117827084927314
2025-09-01,Gujarat,Bhavnagar,2316,430,89,845.0,8703.0,5059.0,6457.0,2835,9548.0,11516.0,3.3679012345679014,4.062081128747796
2025-09-01,Gujarat,Botad,370,78,8,226.0,1171.0,814.0,536.0,456,1397.0,1350.0,3.06359649122807,2.960526315789474
2025-09-01,Gujarat,Chhotaudepur,278,128,18,346.0,1632.0,1568.0,1495.0,424,1978.0,3063.0,4.665094339622642,7.224056603773585
2025-09-01,Gujarat,Dahod,1358,1182,36,777.0,5453.0,6174.0,5567.0,2576,6230.0,11741.0,2.4184782608695654,4.557841614906832
2025-09-01,Gujarat,Devbhumi Dwarka,477,98,17,181.0,1233.0,1236.0,773.0,592,1414.0,2009.0,2.3885135135135136,3.393581081081081
2025-09-01,Gujarat,Dohad,414,277,0,90.0,1010.0,225.0,1359.0,691,1100.0,1584.0,1.5918958031837915,2.29232995658466
2025-09-01,Gujarat,Gandhinagar,941,184,46,673.0,6238.0,2555.0,3614.0,1171,6911.0,6169.0,5.901793339026473,5.268146883005977
2025-09-01,Gujarat,Gir Somnath,675,184,22,247.0,1738.0,1564.0,1065.0,881,1985.0,2629.0,2.253121452894438,2.9841089670828604
2025-09-01,Gujarat,Jamnagar,1253,242,25,698.0,7256.0,2925.0,3416.0,1520,7954.0,6341.0,5.2328947368421055,4.171710526315789
2025-09-01,Gujarat,Junagadh,1725,246,18,590.0,5975.0,2334.0,5974.0,1989,6565.0,8308.0,3.3006535947712417,4.176973353443942
2025-09-01,Gujarat,Kachchh,1221,530,45,694.0,7542.0,3459.0,4035.0,1796,8236.0,7494.0,4.585746102449889,4.172605790645879
2025-09-01,Gujarat,Kheda,1620,502,73,803.0,8619.0,4071.0,6805.0,2195,9422.0,10876.0,4.29248291571754,4.954897494305239
2025-09-01,Gujarat,Mahesana,1232,255,23,864.0,6772.0,3641.0,5251.0,1510,7636.0,8892.0,5.056953642384106,5.888741721854305
2025-09-01,Gujarat,Mahisagar,547,83,19,184.0,1296.0,1539.0,1420.0,649,1480.0,2959.0,2.280431432973806,4.559322033898305
2025-09-01,Gujarat,Morbi,638,141,49,204.0,1799.0,1380.0,914.0,828,2003.0,2294.0,2.4190821256038646,2.7705314009661834
2025-09-01,Gujarat,Narmada,470,35,1,363.0,1947.0,1259.0,2056.0,506,2310.0,3315.0,4.565217391304348,6.551383399209486
2025-09-01,Gujarat,Navsari,736,59,6,585.0,3831.0,2402.0,1871.0,801,4416.0,4273.0,5.51310861423221,5.33458177278402
2025-09-01,Gujarat,Panch Mahals,28,4,0,7.0,76.0,5.0,67.0,32,83.0,72.0,2.59375,2.25
2025-09-01,Gujarat,Panchmahals,1431,388,47,589.0,5648.0,4081.0,6951.0,1866,6237.0,11032.0,3.342443729903537,5.912111468381565
2025-09-01,Gujarat,Patan,1184,396,71,497.0,5171.0,2703.0,4094.0,1651,5668.0,6797.0,3.4330708661417324,4.116898849182314
2025-09-01,Gujarat,Porbandar,404,73,20,242.0,2455.0,958.0,1284.0,497,2697.0,2242.0,5.426559356136821,4.511066398390342
2025-09-01,Gujarat,Rajkot,2225,651,50,821.0,12975.0,5701.0,7224.0,2926,13796.0,12925.0,4.714969241285031,4.417293233082707
2025-09-01,Gujarat,Sabar Kantha,45,14,0,11.0,135.0,21.0,133.0,59,146.0,154.0,2.4745762711864407,2.610169491525424
2025-09-01,Gujarat,Sabarkantha,1205,560,82,788.0,7656.0,3471.0,5830.0,1847,8444.0,9301.0,4.571737953438007,5.035733622089875
2025-09-01,Gujarat,Surat,3848,1392,39,3026.0,30609.0,9976.0,11391.0,5279,33635.0,21367.0,6.371471869672287,4.047546883879523
2025-09-01,Gujarat,Surendra Nagar,1681,725,55,415.0,5720.0,3166.0,4752.0,2461,6135.0,7918.0,2.4928890694839496,3.217391304347826
2025-09-01,Gujarat,Surendranagar,42,6,0,8.0,175.0,12.0,150.0,48,183.0,162.0,3.8125,3.375
2025-09-01,Gujarat,Tapi,918,116,7,426.0,1830.0,1696.0,2157.0,1041,2256.0,3853.0,2.1671469740634004,3.701248799231508
2025-09-01,Gujarat,The Dangs,361,73,3,164.0,895.0,1088.0,1627.0,437,1059.0,2715.0,2.4233409610983982,6.212814645308924
2025-09-01,Gujarat,Vadodara,2210,744,82,1753.0,14497.0,5858.0,10609.0,3036,16250.0,16467.0,5.352437417654809,5.423913043478261
2025-09-01,Gujarat,Valsad,1455,373,13,1044.0,5195.0,4491.0,4024.0,1841,6239.0,8515.0,3.3889190657251493,4.6252036936447585
2025-09-01,Haryana,Ambala,699,40,1,427.0,3106.0,2342.0,3016.0,740,3533.0,5358.0,4.774324324324325,7.2405405405405405
2025-09-01,Haryana,Bhiwani,937,55,2,495.0,2959.0,3391.0,3780.0,994,3454.0,7171.0,3.4748490945674044,7.214285714285714
2025-09-01,Haryana,Charkhi Dadri,253,2,0,226.0,1065.0,228.0,436.0,255,1291.0,664.0,5.0627450980392155,2.603921568627451
2025-09-01,Haryana,Faridabad,1712,486,34,1387.0,10680.0,5389.0,4741.0,2232,12067.0,10130.0,5.406362007168458,4.538530465949821
2025-09-01,Haryana,Fatehabad,572,35,5,424.0,2346.0,2659.0,2861.0,612,2770.0,5520.0,4.526143790849673,9.019607843137255
2025-09-01,Haryana,Gurgaon,1395,311,53,1162.0,8304.0,3161.0,2586.0,1759,9466.0,5747.0,5.381466742467311,3.267197271176805
2025-09-01,Haryana,Hisar,1327,84,2,744.0,4671.0,4283.0,4205.0,1413,5415.0,8488.0,3.8322717622080678,6.0070771408351025
2025-09-01,Haryana,Jhajjar,804,36,2,387.0,2528.0,2548.0,2228.0,842,2915.0,4776.0,3.4619952494061756,5.672209026128266
2025-09-01,Haryana,Jhajjar *,0,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
2025-09-01,Haryana,Jind,1245,29,0,416.0,2785.0,3757.0,4641.0,1274,3201.0,8398.0,2.512558869701727,6.591836734693878
2025-09-01,Haryana,Kaithal,790,20,0,548.0,2617.0,4231.0,3212.0,810,3165.0,7443.0,3.9074074074074074,9.188888888888888
2025-09-01,Haryana,Karnal,1285,66,1,516.0,2681.0,3568.0,5044.0,1352,3197.0,8612.0,2.364644970414201,6.3698224852071
2025-09-01,Haryana,Kurukshetra,639,23,0,415.0,2309.0,2619.0,3630.0,662,2724.0,6249.0,4.114803625377643,9.439577039274925
2025-09-01,Haryana,Mahendragarh,783,56,1,382.0,2235.0,2150.0,2337.0,840,2617.0,4487.0,3.1154761904761905,5.341666666666667
2025-09-01,Haryana,Mewat,1281,117,3,641.0,5159.0,7747.0,3600.0,1401,5800.0,11347.0,4.139900071377587,8.099214846538187
2025-09-01,Haryana,Palwal,1117,125,2,610.0,5849.0,3644.0,3053.0,1244,6459.0,6697.0,5.192122186495177,5.383440514469453
2025-09-01,Haryana,Panchkula,308,31,0,388.0,2173.0,1391.0,1002.0,339,2561.0,2393.0,7.554572271386431,7.058997050147493
2025-09-01,Haryana,Panipat,1076,108,6,726.0,4474.0,2951.0,4045.0,1190,5200.0,6996.0,4.369747899159663,5.878991596638656
2025-09-01,Haryana,Rewari,630,62,2,676.0,3417.0,2974.0,1755.0,694,4093.0,4729.0,5.8976945244956775,6.814121037463977
2025-09-01,Haryana,Rohtak,829,47,1,464.0,2114.0,2759.0,3657.0,877,2578.0,6416.0,2.9395667046750287,7.315849486887116
2025-09-01,Haryana,Sirsa,811,66,0,398.0,3670.0,3911.0,3541.0,877,4068.0,7452.0,4.638540478905359,8.49714937286203
2025-09-01,Haryana,Sonipat,1190,74,6,700.0,4593.0,3764.0,3382.0,1270,5293.0,7146.0,4.167716535433071,5.626771653543307
2025-09-01,Haryana,Yamuna Nagar,959,46,2,604.0,3317.0,3144.0,4216.0,1007,3921.0,7360.0,3.893743793445879,7.30883813306852
2025-09-01,Haryana,Yamunanagar,16,0,0,10.0,78.0,14.0,76.0,16,88.0,90.0,5.5,5.625
2025-09-01,Himachal Pradesh,Bilaspur,254,3,0,212.0,1518.0,611.0,1079.0,257,1730.0,1690.0,6.7315175097276265,6.575875486381323
2025-09-01,Himachal Pradesh,Chamba,360,23,1,390.0,4601.0,1447.0,994.0,384,4991.0,2441.0,12.997395833333334,6.356770833333333
2025-09-01,Himachal Pradesh,Hamirpur,271,4,0,202.0,1427.0,1118.0,1105.0,275,1629.0,2223.0,5.923636363636364,8.083636363636364
2025-09-01,Himachal Pradesh,Kangra,1190,35,6,664.0,7574.0,3691.0,3657.0,1231,8238.0,7348.0,6.692120227457352,5.969130787977254
2025-09-01,Himachal Pradesh,Kinnaur,38,13,0,37.0,304.0,140.0,125.0,51,341.0,265.0,6.686274509803922,5.196078431372549
2025-09-01,Himachal Pradesh,Kullu,178,20,11,139.0,2012.0,338.0,537.0,209,2151.0,875.0,10.291866028708133,4.186602870813397
2025-09-01,Himachal Pradesh,Lahul & Spiti,13,0,0,0.0,63.0,10.0,89.0,13,63.0,99.0,4.846153846153846,7.615384615384615
2025-09-01,Himachal Pradesh,Lahul and Spiti,10,1,0,7.0,25.0,52.0,28.0,11,32.0,80.0,2.909090909090909,7.2727272727272725
2025-09-01,Himachal Pradesh,Mandi,669,17,3,314.0,3404.0,1565.0,3055.0,689,3718.0,4620.0,5.39622641509434,6.705370101596516
2025-09-01,Himachal Pradesh,Shimla,374,69,1,285.0,3825.0,1365.0,1548.0,444,4110.0,2913.0,9.256756756756756,6.5608108108108105
2025-09-01,Himachal Pradesh,Sirmaur,480,30,2,285.0,2675.0,889.0,1226.0,512,2960.0,2115.0,5.78125,4.130859375
2025-09-01,Himachal Pradesh,Solan,303,29,0,277.0,1944.0,929.0,1291.0,332,2221.0,2220.0,6.6897590361445785,6.686746987951807
2025-09-01,Himachal Pradesh,Una,336,9,0,266.0,3029.0,1242.0,1616.0,345,3295.0,2858.0,9.55072463768116,8.284057971014493
2025-09-01,Jammu & Kashmir,Anantnag,1,1,0,0.0,2.0,0.0,0.0,2,2.0,0.0,1.0,0.0
2025-09-01,Jammu & Kashmir,Baramula,16,1,0,3.0,18.0,4.0,15.0,17,21.0,19.0,1.2352941176470589,1.1176470588235294
2025-09-01,Jammu & Kashmir,Jammu,15,4,0,3.0,40.0,7.0,51.0,19,43.0,58.0,2.263157894736842,3.0526315789473686
2025-09-01,Jammu & Kashmir,Kargil,1,0,0,0.0,4.0,0.0,1.0,1,4.0,1.0,4.0,1.0
2025-09-01,Jammu & Kashmir,Kathua,2,0,0,0.0,13.0,4.0,0.0,2,13.0,4.0,6.5,2.0
2025-09-01,Jammu & Kashmir,Kupwara,1,1,0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
2025-09-01,Jammu & Kashmir,Srinagar,0,1,0,0.0,4.0,0.0,1.0,1,4.0,1.0,4.0,1.0
2025-09-01,Jammu & Kashmir,Udhampur,1,0,0,0.0,0.0,0.0,3.0,1,0.0,3.0,0.0,3.0
2025-09-01,Jammu and Kashmir,Anantnag,860,103,1,428.0,2707.0,1368.0,1359.0,964,3135.0,2727.0,3.2520746887966805,2.828838174273859
2025-09-01,Jammu and Kashmir,Badgam,473,85,0,100.0,1488.0,342.0,665.0,558,1588.0,1007.0,2.845878136200717,1.8046594982078854
2025-09-01,Jammu and Kashmir,Bandipore,366,101,2,244.0,1150.0,906.0,622.0,469,1394.0,1528.0,2.9722814498933903,3.257995735607676
2025-09-01,Jammu and Kashmir,Baramula,768,162,3,442.0,3080.0,2338.0,2423.0,933,3522.0,4761.0,3.77491961414791,5.102893890675241
2025-09-01,Jammu and Kashmir,Budgam,218,16,0,295.0,647.0,1337.0,237.0,234,942.0,1574.0,4.0256410256410255,6.726495726495727
2025-09-01,Jammu and Kashmir,Doda,270,145,0,55.0,785.0,503.0,638.0,415,840.0,1141.0,2.0240963855421685,2.7493975903614456
2025-09-01,Jammu and Kashmir,Ganderbal,246,27,0,107.0,661.0,398.0,385.0,273,768.0,783.0,2.8131868131868134,2.868131868131868
2025-09-01,Jammu and Kashmir,Jammu,1158,309,10,339.0,5304.0,3467.0,4360.0,1477,5643.0,7827.0,3.8205822613405553,5.299255247122546
2025-09-01,Jammu and Kashmir,Kargil,101,40,0,61.0,232.0,433.0,71.0,141,293.0,504.0,2.078014184397163,3.574468085106383
2025-09-01,Jammu and Kashmir,Kathua,473,91,0,165.0,2228.0,1426.0,1076.0,564,2393.0,2502.0,4.24290780141844,4.4361702127659575
2025-09-01,Jammu and Kashmir,Kishtwar,181,45,1,41.0,361.0,535.0,463.0,227,402.0,998.0,1.7709251101321586,4.39647577092511
2025-09-01,Jammu and Kashmir,Kulgam,245,62,0,151.0,602.0,994.0,557.0,307,753.0,1551.0,2.452768729641694,5.052117263843648
2025-09-01,Jammu and Kashmir,Kupwara,671,160,0,506.0,2784.0,1477.0,1748.0,831,3290.0,3225.0,3.9590854392298436,3.88086642599278
2025-09-01,Jammu and Kashmir,Leh,32,12,1,28.0,149.0,395.0,81.0,45,177.0,476.0,3.933333333333333,10.577777777777778
2025-09-01,Jammu and Kashmir,Pulwama,457,40,0,164.0,1257.0,613.0,684.0,497,1421.0,1297.0,2.859154929577465,2.6096579476861166
2025-09-01,Jammu and Kashmir,Punch,352,142,0,300.0,1416.0,1110.0,1059.0,494,1716.0,2169.0,3.473684210526316,4.390688259109312
2025-09-01,Jammu and Kashmir,Rajouri,513,166,0,272.0,2223.0,1674.0,1518.0,679,2495.0,3192.0,3.674521354933726,4.701030927835052
2025-09-01,Jammu and Kashmir,Ramban,204,132,0,121.0,663.0,801.0,303.0,336,784.0,1104.0,2.3333333333333335,3.2857142857142856
2025-09-01,Jammu and Kashmir,Reasi,242,113,0,80.0,646.0,759.0,502.0,355,726.0,1261.0,2.045070422535211,3.552112676056338
2025-09-01,Jammu and Kashmir,Samba,150,12,0,101.0,511.0,491.0,291.0,162,612.0,782.0,3.7777777777777777,4.827160493827161
2025-09-01,Jammu and Kashmir,Shupiyan,141,33,1,138.0,473.0,1088.0,383.0,175,611.0,1471.0,3.4914285714285715,8.405714285714286
2025-09-01,Jammu and Kashmir,Srinagar,1011,82,1,319.0,4151.0,1859.0,3113.0,1094,4470.0,4972.0,4.085923217550274,4.544789762340036
2025-09-01,Jammu and Kashmir,Udhampur,494,95,4,90.0,1576.0,1109.0,1255.0,593,1666.0,2364.0,2.809443507588533,3.9865092748735242
2025-09-01,Jharkhand,Bokaro,1061,845,4,888.0,8490.0,5163.0,4589.0,1910,9378.0,9752.0,4.9099476439790575,5.105759162303665
2025-09-01,Jharkhand,Chatra,954,760,3,898.0,9195.0,4529.0,3516.0,1717,10093.0,8045.0,5.878276062900408,4.685497961560862
2025-09-01,Jharkhand,Deoghar,1050,993,16,718.0,8073.0,2474.0,2208.0,2059,8791.0,4682.0,4.269548324429334,2.2739193783389995
2025-09-01,Jharkhand,Dhanbad,1983,1346,11,924.0,12362.0,3721.0,7405.0,3340,13286.0,11126.0,3.9778443113772455,3.3311377245508984
2025-09-01,Jharkhand,Dumka,827,963,8,719.0,9941.0,2317.0,3307.0,1798,10660.0,5624.0,5.9288097886540605,3.1279199110122358
2025-09-01,Jharkhand,East Singhbhum,1572,808,10,696.0,8827.0,4508.0,6961.0,2390,9523.0,11469.0,3.9845188284518827,4.798744769874477
2025-09-01,Jharkhand,Garhwa,1431,565,0,721.0,6731.0,3355.0,5261.0,1996,7452.0,8616.0,3.7334669338677355,4.316633266533066
2025-09-01,Jharkhand,Garhwa *,87,28,0,19.0,518.0,57.0,452.0,115,537.0,509.0,4.6695652173913045,4.426086956521739
2025-09-01,Jharkhand,Giridih,2033,1714,21,1759.0,12127.0,4224.0,4115.0,3768,13886.0,8339.0,3.685244161358811,2.2131104033970277
2025-09-01,Jharkhand,Godda,995,765,1,566.0,8694.0,2284.0,2792.0,1761,9260.0,5076.0,5.258375922771153,2.8824531516183987
2025-09-01,Jharkhand,Gumla,1281,927,2,745.0,8798.0,3136.0,4727.0,2210,9543.0,7863.0,4.318099547511312,3.557918552036199
2025-09-01,Jharkhand,Hazaribag,120,67,0,90.0,1527.0,128.0,533.0,187,1617.0,661.0,8.647058823529411,3.53475935828877
2025-09-01,Jharkhand,Hazaribagh,1234,717,0,1036.0,8313.0,2801.0,3001.0,1951,9349.0,5802.0,4.791901588928755,2.97385955920041
2025-09-01,Jharkhand,Jamtara,1140,424,1,273.0,5655.0,1424.0,1935.0,1565,5928.0,3359.0,3.7878594249201276,2.1463258785942494
2025-09-01,Jharkhand,Khunti,376,320,9,223.0,3600.0,1479.0,2986.0,705,3823.0,4465.0,5.422695035460993,6.333333333333333
2025-09-01,Jharkhand,Kodarma,59,48,0,37.0,514.0,88.0,195.0,107,551.0,283.0,5.149532710280374,2.6448598130841123
2025-09-01,Jharkhand,Koderma,767,401,0,274.0,2459.0,1310.0,1290.0,1168,2733.0,2600.0,2.3398972602739727,2.2260273972602738
2025-09-01,Jharkhand,Latehar,600,384,1,634.0,6949.0,1893.0,1916.0,985,7583.0,3809.0,7.698477157360406,3.867005076142132
2025-09-01,Jharkhand,Lohardaga,388,277,1,290.0,2521.0,1101.0,2195.0,666,2811.0,3296.0,4.2207207207207205,4.948948948948949
2025-09-01,Jharkhand,Pakaur,105,67,0,63.0,641.0,95.0,191.0,172,704.0,286.0,4.093023255813954,1.6627906976744187
2025-09-01,Jharkhand,Pakur,1005,662,5,543.0,6330.0,1811.0,1684.0,1672,6873.0,3495.0,4.110645933014354,2.090311004784689
2025-09-01,Jharkhand,Palamau,78,23,0,27.0,566.0,30.0,149.0,101,593.0,179.0,5.871287128712871,1.7722772277227723
2025-09-01,Jharkhand,Palamu,1933,642,18,1637.0,12529.0,4082.0,3616.0,2593,14166.0,7698.0,5.4631700732742,2.9687620516775937
2025-09-01,Jharkhand,Pashchimi Singhbhum,91,96,1,41.0,1471.0,271.0,907.0,188,1512.0,1178.0,8.042553191489361,6.26595744680851
2025-09-01,Jharkhand,Purbi Singhbhum,271,70,0,16.0,1097.0,209.0,1508.0,341,1113.0,1717.0,3.2639296187683287,5.035190615835777
2025-09-01,Jharkhand,Ramgarh,581,392,4,471.0,4428.0,1390.0,1577.0,977,4899.0,2967.0,5.014329580348004,3.036847492323439
2025-09-01,Jharkhand,Ranchi,1954,1079,8,1279.0,12635.0,4767.0,8246.0,3041,13914.0,13013.0,4.575468595856626,4.279184478789872
2025-09-01,Jharkhand,Sahebganj,977,893,9,1022.0,11816.0,2556.0,2251.0,1879,12838.0,4807.0,6.832357637040979,2.5582756785524214
2025-09-01,Jharkhand,Sahibganj,53,68,0,59.0,557.0,46.0,114.0,121,616.0,160.0,5.090909090909091,1.322314049586777
2025-09-01,Jharkhand,Seraikela-Kharsawan,671,337,3,357.0,4773.0,1980.0,3206.0,1011,5130.0,5186.0,5.074183976261128,5.129574678536103
2025-09-01,Jharkhand,Seraikela-kharsawan,149,99,0,33.0,1424.0,164.0,1020.0,248,1457.0,1184.0,5.875,4.774193548387097
2025-09-01,Jharkhand,Simdega,622,288,0,379.0,5607.0,1457.0,3849.0,910,5986.0,5306.0,6.578021978021978,5.8307692307692305
2025-09-01,Jharkhand,West Singhbhum,1122,579,12,1030.0,13849.0,4253.0,6580.0,1713,14879.0,10833.0,8.68593111500292,6.323992994746059
2025-09-01,Karnataka,Bagalkot,2055,384,34,1232.0,5590.0,3224.0,3491.0,2473,6822.0,6715.0,2.758592802264456,2.7153255155681357
2025-09-01,Karnataka,Bagalkot *,77,8,0,48.0,180.0,60.0,196.0,85,228.0,256.0,2.6823529411764704,3.011764705882353
2025-09-01,Karnataka,Ballari,893,114,24,279.0,1848.0,2140.0,1093.0,1031,2127.0,3233.0,2.0630455868089235,3.1357904946653736
2025-09-01,Karnataka,Bangalore,1661,354,1,695.0,8882.0,3534.0,12288.0,2016,9577.0,15822.0,4.750496031746032,7.848214285714286
2025-09-01,Karnataka,Bangalore Rural,568,62,27,344.0,3553.0,1276.0,1827.0,657,3897.0,3103.0,5.931506849315069,4.722983257229832
2025-09-01,Karnataka,Belagavi,2418,254,25,1000.0,5653.0,4210.0,2081.0,2697,6653.0,6291.0,2.4668149796069705,2.332591768631813
2025-09-01,Karnataka,Belgaum,2097,363,1,1141.0,8939.0,3281.0,5607.0,2461,10080.0,8888.0,4.095895977245022,3.611540024380333
2025-09-01,Karnataka,Bellary,1407,285,0,497.0,4561.0,2416.0,3865.0,1692,5058.0,6281.0,2.9893617021276597,3.712174940898345
2025-09-01,Karnataka,Bengaluru,3557,1001,559,2765.0,24380.0,10062.0,12320.0,5117,27145.0,22382.0,5.3048661324995114,4.374047293335939
2025-09-01,Karnataka,Bengaluru Rural,0,1,0,4.0,20.0,2.0,0.0,1,24.0,2.0,24.0,2.0
2025-09-01,Karnataka,Bengaluru South,1,0,2,56.0,544.0,0.0,14.0,3,600.0,14.0,200.0,4.666666666666667
2025-09-01,Karnataka,Bidar,1237,367,6,683.0,4804.0,3634.0,3809.0,1610,5487.0,7443.0,3.4080745341614906,4.622981366459627
2025-09-01,Karnataka,Bijapur,1375,440,1,693.0,4584.0,1768.0,3746.0,1816,5277.0,5514.0,2.9058370044052864,3.0363436123348015
2025-09-01,Karnataka,Chamarajanagar,72,10,0,17.0,174.0,72.0,213.0,82,191.0,285.0,2.3292682926829267,3.475609756097561
2025-09-01,Karnataka,Chamarajanagar *,8,0,0,3.0,18.0,3.0,12.0,8,21.0,15.0,2.625,1.875
2025-09-01,Karnataka,Chamrajanagar,594,88,8,296.0,1870.0,2237.0,1247.0,690,2166.0,3484.0,3.139130434782609,5.04927536231884
2025-09-01,Karnataka,Chamrajnagar,96,13,0,29.0,403.0,101.0,265.0,109,432.0,366.0,3.963302752293578,3.3577981651376145
2025-09-01,Karnataka,Chickmagalur,326,27,0,128.0,2031.0,432.0,1362.0,353,2159.0,1794.0,6.11614730878187,5.0821529745042495
